Column 1	Column 2 1	Column 2 2	Column 2 3	Column 2 4	Column 2 5	Column 2 6
53	by Virginia Woolf					
53	by Leslie A. Fiedler					
53	by Tom Scott					
53	by Dazai Osamu					
53	by Christopher Isherwood					
53	by Alberto de Lacerda					
53	by Dr.Edith Sitwell					
53	by Denis de Rougemont					
53	by C. Day Lewis					
53	by Albert Camus					
53	by Nicolas Nabokov					
53	by Nathan Glazer					
53	by Irving Kristol					
53	by Stephen Spender					
53	by Mark Alexander					
53	by J.K. Galbraith					
53	by Hugh Seton-Watson					
53	by Nicola Chiaromonte					
53	by Melvin J. Lasky					
53	by W.H. Auden					
53	by W.B. Yeats					
53	by Arthur Koestler					
53	by Herbert Luthy					
53	by Michael Hamburger					
53	by Raymond Rosenthal					
53	by Rose Macaulay					
53	by Raja Rao					
53	by Frances Cornford					
53	by Herbert Read					
53	by Stephen Spender					
53	by Norbert Muhlen					
53	by David Wright					
53	by Eric da Costa					
53	by Bertrand Russell					
53	by Arthur Schlesinger					
53	by Robert Gorham Davis					
53	by Golo Mann					
53	by Stephen Spender					
53	by Robert Graves					
53	Woodrow Wyatt					
53	G.F. Hudson					
53	by Arthur Waley					
53	by D.H. Lawrence					
53	by J. Maclaren-Ross					
53	by Geoffrey Gorer					
53	by Chester Kallman					
53	by Melvin J. Lasky					
53	by Harold Rosenberg					
53	by Dr.Sampurnanand					
53	by W.H. Auden					
53	by Max Beloff					
53	by Humphrey Searle					
54	by Irving Kristol					
54	by Wilfred Noyce					
54	Daniel Jones					
54	Theodore Roethke					
54	Louis MacNeice					
54	Marjorie Adix					
54	George Barker					
54	by Rita Hinden					
54	by Wyndham Lewis					
54	by Elizabeth Jennings					
54	by W.S. Graham					
54	by Alec Waugh					
54	by W.H. Auden					
54	by F.R. Allemann					
54	by Francois Bondy					
54	by Herbert Luthy					
54	by Franz Borkenau					
54	by Robert Conquest					
54	by Asoka Mehta	 Philip Spratt	 Ignazio Silone			
54	by John Morris					
54	by V. Sackville-West					
54	by Alison Blair					
54	by Stephen Spender					
54	by Irving Kristol					
54	by Aldous Huxley					
54	by Sydney Goodsir Smith					
54	by Silvio D'Arzo					
54	by Herbert Luthy					
54	by Edmund Blunden					
54	by Mary McCarthy					
54	by Alan Ross					
54	by Eric da Costa					
54	by Frances Cornford					
54	by Christopher Hollis	 Geoffrey Minish	 J.M. Lebrecht-Ellis	 B.A. Young		
54	by C.V. Wedgwood					
54	by W.H. Auden					
54	by Franz Borkenau					
54	by M.C. D'Arcy					
54	by Stephen Spender					
54	by J.R. Ackerley					
54	by Theodore Roethke					
54	by Robert Warshow					
54	by David Sylvester					
54	by Albert Camus					
54	by Colin Clark					
54	by William Sansom					
54	by Alan Ross					
54	by Deben Bhattacharya					
54	by Marianne Moore					
54	by Leslie A. Fiedler					
54	by Leonard Woolf	 Arthur Koestler	 Hugh Seton-Watson	 Christopher Emmet		
54	by Joseph Czapski					
54	by Salvador de Madariaga					
54	by Geoffrey Gorer					
54	by J. Maclaren-Ross					
54	by W.H. Auden					
54	by Woodrow Wyatt					
54	by Christopher Sykes					
54	by Burns Singer					
54	by Dannie Abse					
54	by Norbert Muhlen					
54	by Robert Lowell					
54	by Paul Roche					
54	by George Mikes					
54	by T.R. Fyvel					
54	by Humphrey Searle					
54	by Francois Bondy					
54	by Hilary Corke					
54	by Reyner Banham					
54	by J.B. Priestley	 Donald R.S. Dey	 Ravinder Kumar	 K.L. Goswami	 K.S. Sorabji	
54	by William Barrett					
54	by Hugh Seton-Watson					
54	by Leslie A. Fiedler					
54	by Elizabeth Jennings					
54	by Leonard Woolf					
54	by R.G.G. Price					
54	by Joseph Chiari					
54	by Villiers David					
54	by Donald Davie					
54	by Arthur Koestler					
54	by D.J. Enright					
54	by Kenneth Tynan					
54	by Alan Ross					
54	by William Plomer					
54	by Herbert Luthy					
54	by Mary Richwood					
54	by W.S. Merwin					
54	by Edwin Muir					
54	by Nathan Glazer					
54	by George Mikes					
54	by Paul Parisot					
54	by Alan Clutton-Brock					
54	by Daphne Whittam					
54	by R.H.S. Crossman	 S. Thomas Ansell	 Anthony Thwaite	 Cyril Lucas	 Peter Marks	
54	by D.W. Brogan					
54	by Stuart Hampshire					
54	by T.R. Fyvel					
54	by Christopher Morris					
54	by David Paul					
54	by Daniel Bell					
54	by Sylvia Wilson					
54	by Nirad C. Chaudhuri					
54	by David Wright					
54	by W.H. Auden					
54	by Iain Fletcher					
54	by George Barker					
54	by Vernon Watkins					
54	by Huw Menai					
54	by David Lougee					
54	by Mark Alexander					
54	by Kathleen Raine					
54	by George Aldis					
54	by Max Beloff					
54	by Paul M.A. Linebarger					
54	by Howard Griffin					
54	by William Glock					
54	by T.R. Fyvel	 Richard Hughes-Hallett	 Roy Wilkie	 Constance Malleson		
54	by Michael Oakeshott					
54	by Hilary Corke					
54	by G.F. Hudson					
54	by Kathleen Nott					
54	by Dylan Thomas					
54	by Bertrand Russell					
54	by R.S. Thomas					
54	by Louis MacNeice					
54	by Daniel J. Boorstin					
54	by Anthony Thwaite					
54	by Rainer Maria Rilke	 Iris Origo				
54	by Lucian Freud					
54	by Jack Curtis					
54	by Stephen W. Pollak	 Vilem Bernard				
54	by Vernon Scannell					
54	by W.H. Auden					
54	by George Mikes					
54	by S. Rajee					
54	by Patric Dickenson	 Gunnar Gunnarsson	 C. Ender	 Borje P. Law	 E. Rubbra	 Ghita Ionescu
54	by Erik de Mauny					
54	by A.J. Ayer					
54	by Irving Kristol					
54	by C.V. Wedgwood					
54	by Philip Sherrard					
54	by Lee Kok Liang					
54	by Leslie A. Fiedler					
54	by Randall Jarrell					
54	by John Muggeridge					
54	by Sybille Bedford					
54	by Raymond Aron					
54	by Denis de Rougemont					
54	by J. Maclaren-Ross					
54	by Colin Clark					
54	by Angus Wilson					
54	by Christopher Sykes					
54	by T.R. Fyvel					
54	by Hugh Seton-Watson					
54	by Hilary Corke					
54	by Han-shan					
54	by Lionel Trilling					
54	by George Bernard Shaw					
54	by Richard Wright					
54	by David Riesman					
54	by J.B. Priestley					
54	by Christopher Hollis					
54	by Max Beloff					
54	by Elizabeth Jennings					
54	by David Sylvester					
54	by Alfred Burmeister	 G.B. Bailey	 Henry Hellmann			
54	by Christopher Sykes					
54	by James Joll					
54	by Alan Bullock					
54	by G.F. Hudson					
54	by Leonard Woolf					
54	by William Faulkner					
54	by P.G. Wodehouse					
54	by Christopher Strachey					
54	by Arnold J. Toynbee					
54	by Tom Scott					
54	by Jossleyn Hennessy					
54	by Dan Jacobson					
54	by Michael Hamburger					
54	by Patric Dickinson					
54	by Sacheverell Sitwell					
54	by J.M. Cameron					
54	by Dannie Abse					
54	by Salvador de Madariaga	 Fredie A. Mehta	 J.W. Bruegel	 Cyril Lucas	 M.S. Deol	
54	by Christopher Sykes					
54	by Arthur Schlesinger					
54	by Burns Singer					
54	by William Pickles					
54	by Anna Maria Ortese					
54	by Philip Toynbee					
54	by Donald Davie					
54	by P.G. Worsthorne					
54	by Dylan Thomas	 James Stephens	 Gerald Bullett			
54	by Sylvia Sprigge					
54	by David Wright					
54	by Jessie D. Wall					
54	by P.G. Wodehouse					
54	by David Sylvester					
54	by Thierry Maulnier					
54	by Ralph Keene					
54	by R.B. Joshi	 W.L. Kulkarni	 G.B. Gramopadhye	 Sydney Mendel		
54	by Theodore Roethke					
54	by W.H. Auden					
54	by Christopher Sykes					
54	by Hilary Corke					
54	by Jossleyn Hennessy					
54	by John Morris					
54	by Hallam Tennyson					
54	by Minoo R. Masani					
54	by Louis MacNeice					
54	by Harold Rosenberg					
54	by Ignazio Silone					
54	by Peter Wiles					
54	by Walter de la Mare					
54	by Jibanananda Das					
54	by Irving Kristol					
54	by W.S. Merwin					
54	by William Petersen					
54	by David Sylvester					
54	by R.S. Thomas					
54	by Christopher Sykes					
54	by Maurice Cranston					
54	by Anthony Quinton					
54	by D.W. Brogan					
55	by Herbert Read					
55	by T.R. Fyvel					
55	by D.J. Enright					
55	by Cyril Connolly					
55	by Raymond Aron					
55	by Cavafis					
55	by Leslie A. Fiedler					
55	by George Woodcock					
55	by Timothy Angus Jones					
55	by David Sylvester					
55	by Philip Sherrard	 Mary Warnock	 Andor Gomme	 Marjorie Grene	 Philip Toynbee	
55	by Irving Kristol					
55	by Asa Briggs					
55	by Gerald Brenan					
55	by Hugh Seton-Watson					
55	by G.F. Hudson					
55	by Karl A. Wittfogel					
55	by Albert Dasnoy					
55	by W.H. Auden					
55	by Christopher Hollis					
55	by Richard Eberhart					
55	by Roy Fuller					
55	by Francis King					
55	by Alfred Cobban					
55	by John Holloway					
55	by W.S. Graham					
55	by F.N. Souza					
55	by Maurice Cranston	 J.W.N. Watkins				
55	by Robert Conquest					
55	by Michael Kitson					
55	by Hans Weigel					
55	by Herbert Passin					
55	by Christopher Sykes					
55	by Hilary Corke					
55	by Alfred Burmeister					
55	by Anthony Quinton					
55	by Andrzej Panufnik					
55	by Nicola Chiaromonte					
55	by Alan Riddell					
55	by Stephen Spender					
55	by Kay Cicellis					
55	by Howard Griffin					
55	by Michael Polanyi					
55	by David Sylvester					
55	by Frances Cornford					
55	by Peter Schmid					
55	by Clinton Rossiter					
55	by Marjorie Grene					
55	by Kenichi Yoshida					
55	by Christopher Sykes					
55	by Hans J. Morgenthau					
55	by James Stern					
55	by Kathleen Raine					
55	by T.R. Fyvel					
55	by Edward Shils					
55	by Alan Ross					
55	by George Stafford Gale					
55	by Kenneth Tynan					
55	by Richard Selig					
55	by William Sansom					
55	by William Glock					
55	by Herbert Luthy					
55	by Michael Baldwin					
55	by David Sylvester					
55	by Elizabeth Jennings					
55	by A.J. Ayer	 Herbert Read				
55	by Vincent Buckley					
55	by W.H. Auden					
55	by Christopher Sykes					
55	by Kingsley Amis					
55	by John Morris					
55	by Anthony Quinton					
55	by Francis Huxley					
55	by Kathleen Raine					
55	by James Stern					
55	by H.G. Whiteman					
55	by Arthur Koestler					
55	by Peter Mayne					
55	by Nissim Ezekiel					
55	by Marcus Cunliffe					
55	by I.A. Richards					
55	by Robert Liddell					
55	by G.F. Hudson					
55	by David Sylvester					
55	by G.N.S. Raghavan					
55	by H.R. Trevor-Roper					
55	by Philip Deane					
55	by John Day	 Patrick Leigh Fermor				
55	by Angus Wilson					
55	by Christopher Sykes					
55	by Anthony Quinton					
55	by James Stern					
55	by Karl Shapiro					
55	by SirDavid Kelly					
55	by Emily Hahn					
55	by Hilary Corke					
55	by Isaiah Berlin					
55	by Chester Kallman					
55	by Golo Mann					
55	by Terence Tiller					
55	by Kingsley Amis					
55	by D.W. Brogan					
55	by John Morris					
55	by John Wain	 R.H.S. Crossman	 H.O. Alexander	 John Lehmann	 Eric Lee	
55	by Angus Wilson					
55	by Edward Crankshaw					
55	by Max Beloff					
55	by James Stern					
55	by Eric Ashby					
55	by Denis Healey					
55	by Denis Healey					
55	by Edmund Wilson					
55	by Richard Selig					
55	by Robert Graves					
55	by F.R. Allemann					
55	Philip O'Connor					
55	by Oliver Bernard					
55	by Hilary Corke					
55	by Francis Watson					
55	by George Aldis					
55	by D.W. Brogan					
55	by Herbert Read					
55	by Aubrey Hodes					
55	by Peregrine Worsthorne					
55	by Tom Money	 Douglas E.P. Bradbury	 William H. Wise	 Michael K. Newton	 Marjorie G	
55	by Angus Wilson					
55	by Christopher Sykes					
55	by T.R. Fyvel					
55	by David Hawkes					
55	by James Stern					
55	by Herbert Luthy					
55	by Leslie A. Fiedler					
55	by Richard Wright					
55	by Alberto Moravia					
55	by Stuart Hampshire					
55	by J.F. Hendry					
55	by Burns Singer					
55	by Colin Clark					
55	by Richard Murphy					
55	by D.W. Brogan					
55	by Gertrude Himmelfarb					
55	by Elizabeth Jennings					
55	by George Mikes					
55	by O.H. Brandon					
55	by SirJohn Slessor	 Cedric Dover	 William Empson	 Karl A. Wittfogel	 Robert Redfiel	
55	by Christopher Sykes					
55	by Angus Wilson					
55	by Hilary Corke					
55	by Woodrow Wyatt					
55	by Andrew Forge					
55	by Kathleen Nott					
55	by Nancy Mitford					
55	by Elizabeth Jennings					
55	by Juan Rulfo					
55	by Luigi Barzini Jr.					
55	by Roy Ashwell					
55	by Arthur Koestler					
55	by W.S. Merwin					
55	by Hugh Seton-Watson					
55	by Michael Polanyi					
55	by D.W. Brogan					
55	by William Petersen					
55	by Arnold Weinstein					
55	by Herbert Butterfield					
55	by Christopher Sykes					
55	by Hilary Corke					
55	by Angus Wilson					
55	by C.V. Wedgwood					
55	by Laurens van der Post					
55	by Claud Cockburn					
55	by Sydney Goodsir Smith					
55	by A.J. Ayer					
55	by Walter Z. Laqueur					
55	by Richard Lowenthal					
55	by Geoffrey Gorer					
55	by SirJohn Cockcroft					
55	by Irving Kristol					
55	by Herbert Passin					
55	by Denys Sutton					
55	by Margaret Rawlings	 Hilary Corke	 Ronald Vincent Smith	 William Phillips		
55	by Arthur Schlesinger					
55	by Christopher Sykes					
55	by T.R. Fyvel					
55	by Hilary Corke					
55	by Abioseh D. Nicol					
55	by Alan S.C. Ross					
55	by Isaiah Berlin					
55	by Christopher Levenson					
55	by W.H. Auden					
55	by Ardon Lyon					
55	by Hugh Gaitskell					
55	by Stephen Spender					
55	by David Sylvester					
55	by Edward Shils					
55	by Alec Brown	 Edmund Wilson	 William Empson	 George Mikes	 Lilian G. Clark	
55	by Peter Wiles					
55	by Richard Wollheim					
55	by Philip Toynbee					
55	by Christopher Sykes					
55	by Hilary Corke					
55	by David Daiches					
55	by T.R. Fyvel					
55	by G.S. Fraser					
55	by Elizabeth Jennings	 Kathleen Nott				
55	by Aldous Huxley					
55	by Frances Cornford					
55	by Evelyn Waugh					
55	by Herbert Luthy					
55	by Isaiah Berlin					
55	by Elizabeth Hardwick					
55	by Robert Horan					
55	by Robert Fitzgerald					
55	by Thom Gunn					
55	by Theodore Roethke					
55	by Vernon Watkins					
55	by W.S. Merwin					
55	by Edwin Muir					
55	by David Wright					
55	by Burns Singer					
55	by Stephen Spender					
55	by Colin MacInnes					
55	by Robert Jungk					
55	by Dwight MacDonald					
55	by Colin Clark					
55	by Irving Kristol					
55	by Angus Wilson					
55	by Marcus Cunliffe					
55	by Christopher Sykes					
55	by Hilary Corke					
55	by Rayner Heppenstall					
56	by Peregrine Worsthorne					
56	by D.J. Enright					
56	by Luigi Barzini Jr.					
56	by Emily Hahn					
56	by Richard Selig					
56	by Bertram D. Wolfe					
56	by George Mackay Brown					
56	by J. Maclaren-Ross					
56	by Julian Mitchell					
56	by Stephen Spender					
56	by Daniel Bell					
56	by G.N.S. Raghavan					
56	by Andrew Forge					
56	by David Sylvester					
56	by Christopher Sykes	 Wayland Young	 Doolittle	 Michael Dugdale	 Olive Lloyd-Baker	
56	by Irving Kristol					
56	by Burns Singer					
56	by Angus Wilson					
56	by Hilary Corke					
56	by David Wright					
56	by Laurie Lee					
56	by Czeslaw Milosz					
56	by Philip Sherrard					
56	by Dylan Thomas					
56	by Eric C. Gifford					
56	by Stephen Spender					
56	by Wyndham Lewis					
56	by Cyril Connolly					
56	by Patrick Heron	 Basil Taylor				
56	by G.N.S. Raghavan					
56	by Erich Heller					
56	by The Duchess of Devonshire	 Frank Shaw	 Cedric Dover	 Fei Hsiao-Tung	 Mrs.Robert 	
56	by Minoo R. Masani	 Max Beloff				
56	by Gregory Grossman	 Colin Clark				
56	by Irving Kristol					
56	by Christopher Sykes					
56	by Hilary Corke					
56	by Angus Wilson					
56	by Burns Singer					
56	Roy Jenkins					
56	Henry Fairlie					
56	by Randolph S. Churchill					
56	by Cyril Connolly					
56	by Bertrand de Jouvenel					
56	by Michael Hamburger					
56	by Stephen Spender					
56	by Amlan Datta	 Reyner Banham	 Andrew Forge	 B.J. Stevens	 Mochtar Lubis	
56	by Stuart Hampshire					
56	by Angus Wilson					
56	by C.A.R. Crosland					
56	by Hilary Corke					
56	by Irving Kristol					
56	by Andrew Forge					
56	by Vijaya Lakshmi Pandit					
56	by Rodrigo Moynihan					
56	by Adrian Stokes					
56	by Lawrence Alloway					
56	by David Sylvester					
56	by John Russell					
56	by Goronwy Rees					
56	by Patrick Gordon Walker					
56	by Anthony Cronin					
56	by W.H. Auden					
56	by Roger Caillois					
56	by Kingsley Amis					
56	by Alfred Burmeister					
56	by Herbert Passin	 Fritz van Briessen				
56	by George Mikes					
56	by Michael Swan					
56	by Angus Wilson					
56	by Irving Kristol					
56	by Stuart Hampshire					
56	by Hilary Corke					
56	by Lulian Huxley					
56	by David Wright					
56	by Edmund Wilson					
56	by Oliver Bernard					
56	by Ibuse Masuji					
56	by D.J. Enright					
56	by Isaiah Berlin					
56	by Mark Abrams					
56	by Martha Gellhorn					
56	by Sandy Wilson					
56	by D. Mack Smith					
56	by Richard Lowenthal					
56	by George Barker					
56	by Louis J. Halle					
56	by R.H.S. Crossman	 M.C. D'Arcy		 Rupert Gleadow	 C.A. Trypanis	 P.J.D. Wiles
56	by Stephen Spender					
56	by Irving Kristol					
56	by Hilary Corke					
56	by Stuart Hampshire					
56	by Christopher Sykes					
56	by G.L. Arnold					
56	by Wayland Young					
56	by T.R. Fyvel					
56	by Charles Curran					
56	by Dan Jacobson					
56	by Joseph Alsop	 Stewart Alsop				
56	by Dwight MacDonald					
56	by Ignazio Silone					
56	by Louis J. Halle					
56	by Edward Crankshaw					
56	by Leslie C. Stevens					
56	by R.H.S. Crossman					
56	by Frank Moraes					
56	by Patrick Leigh Fermor					
56	by Luigi Barzini Jr.					
56	by I.A. Richards					
56	by Stephen Spender					
56	by Manes Sperber					
56	by Vernon Watkins	 Edward L. Bernays	 H.G. Hall	 Margaret Cole	 Elizabeth Young	
56	by Irving Kristol					
56	by David Wright					
56	by Hilary Corke					
56	by Angus Wilson					
56	by Christopher Sykes					
56	by C.A.R. Crosland					
56	by Oliver Bernard					
56	by Robert Fitzgerald					
56	by Mervyn Peake)					
56	by Herbert Luthy					
56	by Walter de la Mare					
56	by Edwin Muir					
56	by Vernon Watkins					
56	by James McAuley					
56	by Richard Selig					
56	by Roy Fuller					
56	by Stephen Spender					
56	by Vitaliano Brancati					
56	by Jascha Kessler					
56	by Daniel Bell					
56	by Nora Wydenbruck					
56	by David Watmough	 L. Japolsky	 Philip Sherrard			
56	by Hilary Corke					
56	by Marcus Cunliffe					
56	by Richard Lowenthal					
56	by Irving Kristol					
56	by R.A. Scott-James					
56	by William H. Whyte Jr.					
56	by William Sansom					
56	by Nora Beloff					
56	by K.A. Jelenski					
56	by C.A.R. Crosland					
56	by Patricia Hutchins					
56	by Seymour M. Lipset					
56	by David Sylvester					
56	by Stephen Spender					
56	by Peter Laslett	 T.E. Utley				
56	by Hilary Corke					
56	by Irving Kristol					
56	by Angus Wilson					
56	by Christopher Sykes					
56	by Peter Wiles					
56	by Aldous Huxley					
56	by Dwight MacDonald					
56	by Eduardo Paolozzi)					
56	by C.A.R. Crosland					
56	by Boris Ford					
56	by A.R. Vidler					
56	by Stephen Spender					
56	by Herbert Passin					
56	by George Mikes					
56	by David Sylvester					
56	by E.J. Hobsbawm	 Herbert Luthy	 Dwight MacDonald	 Hilary Corke	 W.L. Ricketts	
56	by Irving Kristol					
56	by A.J. Ayer					
56	by Irving Kristol					
56	by W.H. Auden					
56	by Richard Lowenthal					
56	by Stuart Hampshire					
56	by Hilary Corke					
56	by Richard Wollheim					
56	by Peter Wiles					
56	by Edmund Wilson					
56	by Pat Kavanagh					
56	by V.S. Pritchett					
56	by C.A. Trypanis					
56	by Kathleen Nott					
56	by John Strachey					
56	by Stephen Spender					
56	by Renford Bambrough	 E.W. Beal	 Hilary Corke	 Lionel Brett	 H.H.G. Arthur	
56	by Victor Willing					
56	by Augustus John					
56	by Richard Selig					
56	by Irving Kristol					
56	by David Wright					
56	by Marcus Cunliffe					
56	by Angus Wilson					
56	by Christopher Sykes					
56	by Hilary Corke					
56	by Alberto Moravia					
56	by Dwight MacDonald					
56	by Peregrine Worsthorne					
56	by Elizabeth Jane Howard					
56	by Ernest Gellner					
56	by Norman Levine					
56	by Kathleen Raine					
56	by Colin MacInnes					
56	by Basil Taylor					
56	by Robert Wernick	 Daya Krishna	 Rosemary Stewart	 Donald Davie	 Anthony Luttrell	
56	by Geoffrey Gorer					
56	by Irving Kristol					
56	by Marcus Cunliffe					
56	by Maurice Cranston					
56	by Hilary Corke					
56	by Francois Bondy					
56	by Michael Polanyi					
56	by Mary Cecil					
56	by Burns Singer					
56	by Lionel Trilling					
56	by Irving Layton					
56	by Gore Vidal					
56	by William Plomer					
56	by Maurice Cranston					
56	by Dwight MacDonald					
56	by George Mikes					
56	by Stephen Cang	 G.H. Elliot	 Czeslaw Milosz	 Leslie Johnson	 Sonia Converse	
56	by Irving Kristol					
56	by A.J. Ayer					
56	by David Wright					
56	by Christopher Sykes					
56	by Angus Wilson					
56	by Rita Hinden					
57	by Dwight MacDonald					
57	by Peter Wiles					
57	by Colin Wilson					
57	by Stuart Hampshire					
57	by Andrew Shonfield					
57	by Yukio Mishima					
57	by James Baldwin					
57	by Stephen Spender					
57	by Colin MacInnes					
57	by W.H. Auden					
57	by Marjorie Bremner					
57	by Milton Friedman					
57	by Malcolm Muggeridge					
57	by Herbert Butterfield					
57	by Hilary Corke					
57	by Marcus Cunliffe					
57	by Rayner Heppenstall					
57	by Irving Kristol					
57	by C. Day Lewis					
57	by Kathryn Feuer					
57	by Ann Chadwick					
57	by Wayland Young					
57	by Charles Causley					
57	by Dwight MacDonald					
57	by Anthony West					
57	by Dom Moraes					
57	by Patrick Leigh Fermor					
57	by Colin Welch					
57	by K.A. Jelenski	 P.J.D. Wiles	 Lionel Robbins	 C.L. Gheevala	 Charles Higham	
57	by Stephen Spender					
57	by Hilary Corke					
57	by Angus Wilson					
57	by David Wright					
57	by Edith Sitwell					
57	by A.J.P. Taylor					
57	by Leslie A. Fiedler					
57	by Howard Griffin					
57	by Colin MacInnes					
57	by Daniel Lerner					
57	by Herbert Passin					
57	by D.J. Enright					
57	by Dwight MacDonald					
57	by Apollinaire					
57	by Burns Singer					
57	by Lawrence Alloway					
57	by Stephen Spender					
57	by William Plomer	 G.S. Fraser	 Abioseh Nicol	 J. O'Neil Lewis		
57	by Christopher Sykes					
57	by W.H. Auden					
57	by Irving Kristol					
57	by Hilary Corke					
57	by Marcus Cunliffe					
57	by Anthony Cronin					
57	by Albert Camus					
57	by Paul Ignotus					
57	by Seymour Martin Lipset					
57	by Richard Eberhart					
57	by David Sylvester					
57	by Angus Maude					
57	by Alastair Reid					
57	by H.J. Kaplan					
57	by William Plomer					
57	by Elizabeth Jennings					
57	by Nirad C. Chaudhuri					
57	by Richard Eberhart					
57	by Daniel Bell					
57	by J.T. Goldblatt	 Janet Whitney	 Gosta Langenfelt	 J. Barents	 Ernest Gellner	
57	by Dwight MacDonald					
57	by Herbert Butterfield					
57	by Oliver Bernard					
57	by Burns Singer					
57	by Stuart Hampshire					
57	by Morton White					
57	by Deben Bhattacharya					
57	by Angus Wilson					
