Column 1	Column 2 1	Column 2 2	Column 2 3	Column 2 4	Column 2 5	Column 2 6
64	by Anthony Burgess					
64	by Frank Kermode					
64	by Francis Hope					
64	by Mordecai Richler					
64	by Leo Labedz					
65	by Richard Lowenthal					
65	by Randall Jarrell					
65	by Bernard Bergonzi					
65	by John Kenneth Galbraith					
65	by Frank Tuohy					
65	by Colin Clark					
65	by W.S. Merwin					
65	by Sidney Hook					
65	by John Gross					
65	by William Plomer					
65	by Richard Hofstadter					
65	by Anthony Burgess					
65	by Asa Briggs					
65	by Dan Jacobson					
65	by P.N. Furbank					
65	by Chaim Bermant					
65	by Gunter Grass	 Uwe Johnson				
65	by John Stewart Carter					
65	by Richard Lowenthal					
65	by Richard Mayne					
65	by Brian Crozier					
65	by Philip Roberts					
65	by A. Alvarez					
65	by John Gross					
65	by John Brooke					
65	by Leonard Schapiro					
65	by H.J. Eysenck					
65	by Nicola Chiaromonte					
65	by Tony Tanner					
65	by David Rees					
65	by Kingsley Martin					
65	by Fritz Raddatz					
65	by Alexander Solzhenitsyn					
65	by Douglas Livingstone					
65	by Herbert Luethy					
65	by Charles Tomlinson					
65	by Albert Camus					
65	by Robert Creeley					
65	by Louis Kronenberger					
65	by Richard Eberhart					
65	by Pierre Schneider					
65	by John Gross					
65	by John Wain					
65	by Mary McCarthy					
65	by Philip French					
65	by Lionel Trilling					
65	by C.S. Lewis	 Kingsley Amis	 Brian Aldiss			
65	by Ignazio Silone					
65	by John Vaizey					
65	by George Lichtheim					
65	by Frank Kermode					
65	by Philip Toynbee					
65	by Anita Brookner					
65	by Iain Hamilton					
65	by Martin Dodsworth					
65	by George Mikes					
65	by Stephen Spender					
65	by Robert Creeley					
65	by Z.K. Brzezinski					
65	by Robert Musil					
65	by Robert Graves					
65	by Jon Silkin					
65	by Francis Haskell					
65	by Charles Tomlinson					
65	by Louis J. Halle					
65	by Alasdair MacIntyre					
65	by Michael Howard					
65	by Stuart Hood					
65	by Walter Laqueur					
65	by William Sansom					
65	by Michael Polanyi					
65	by Peter Ustinov					
65	by J.L. Talmon					
65	by Samuel Menashe					
65	by W.H. Auden					
65	by Alasdair MacIntyre					
65	by Howard Griffin					
65	by John Gross					
65	by Nikola Sop					
65	by Geoffrey Gorer					
65	by Leon Keyserling					
65	by Pieter Geyl					
65	by David Thomson					
65	by Michael Hamburger					
65	by Anthony Burgess					
65	by Julius Gould					
65	by Julian Moynahan					
65	by Paul Ignotus					
65	by Andrew Shonfield					
65	by Villy Sorensen					
65	by Nirad C. Chaudhuri					
65	by Raymond Aron					
65	by George Steiner					
65	by A. Alvarez					
65	by Martin Esslin					
65	by John Mander					
65	by Tony Tanner					
65	by Richard Mayne					
65	by' and Beyond					
65	by Anatole Shub					
65	by Lionel Trilling					
65	by Hugo Williams					
65	by Isaac Bashevis Singer					
65	by Ted Hughes					
65	by Jon Silkin					
65	by Norman Macrae					
65	by John Betjeman					
65	by Isaiah Berlin					
65	by Michael Bullock					
65	by Rosemary Tonks					
65	by Francis Hope					
65	by John Gross					
65	by Richard Ellmann					
65	by James Baldwin	 Colin MacInnes	 James Mossman			
65	by Mordecai Richler					
65	by Thom Gunn					
65	by Martin Dodsworth					
65	by Stevie Smith					
65	by Francis Haskell					
65	by Stephen Hugh-Jones					
65	by Brian Glanville					
65	by Gunter Zehm					
65	by W. Arthur Lewis					
65	by Anthony Thwaite					
65	by Thom Gunn					
65	by Frank Tuohy					
65	by Gavin Ewart					
65	by Andrew Shonfield					
65	by Isaiah Berlin					
65	by P.B. Medawar					
65	by D.J. Enright					
65	by Barbara Rose					
65	by David Posner					
65	by Edward Lucie-Smith					
65	by Irving Kristol	 Anthony Hartley				
65	by Philip Toynbee					
65	by Naomi Lewis					
65	by D.W. Brogan					
65	by Marcus Cunliffe					
65	by David Marquand					
65	by Walter Lippmann					
65	by John Mander					
65	by Juan Rulfo					
65	by James Morris					
65	by Albert O. Hirschman					
65	by Victor L. Urquidi					
65	by Keith Botsford					
65	by Arnold Toynbee					
65	by J.H. Elliott					
65	by Julian Pitt-Rivers					
65	by Alistair Hennessy					
65	by Emanuel de Kadt					
65	by S.E. Finer					
65	by Alastair Reid					
65	by Lawrence Alloway					
65	by Lewis Hanke					
65	by Jorge Luis Borges					
65	by Hugh O'Shaughnessy					
65	by Richard Morse					
65	by Emir Rodriguez Monegal					
65	by Malcolm Deas					
65	by John Wain					
65	by George Steiner					
65	by Charles Tomlinson					
65	by Andrew Shonfield					
65	by Louis J. Halle					
65	by Francis Wyndham					
65	by John Gross					
65	by H.J. Eysenck					
65	by Bryan Magee					
65	by Maurice Cranston					
65	by Richard Lowenthal					
65	by Julian Huxley					
65	by Brian Crozier					
65	by Christopher Sykes					
65	by David Daiches					
65	by John Gross					
65	by P.N. Furbank					
65	by Francois Bondy					
65	by Goronwy Rees					
65	by Robert Craft					
65	by J.M.G. Le Clezio					
65	by Edmund Leach					
65	by John Gross					
65	by Derek Jewell					
65	by J. Bronowski					
65	by Peter Lienhardt					
65	by Herbert Read					
65	by Kenneth Allsop					
65	by Shlomo Avineri					
65	by P.J. Honey					
65	by Tony Tanner					
65	by Matthew Hodgart					
65	by Eric Rhode					
65	by Alasdair MacIntyre					
65	by Peter Porter					
65	by Peter Weiss					
65	by Colin MacInnes					
65	by Gavin Ewart					
65	by Aelred Graham					
65	by Stephen Spender					
65	by John Bayley					
65	by Arthur Koestler					
65	by John Gross					
65	by Charles Tomlinson					
65	by D.J. Enright					
65	by W.G. Runciman					
65	by John Mander					
65	by Colin Legum	 Arthur Lewis				
65	by Jan Kott					
65	by Richard Mayne					
65	by Christopher Ricks					
65	by Alfred Kazin					
65	by Robert Lekachman					
65	by P.N. Furbank					
65	by Herbert Luethy					
66	by Edwin Muir					
66	by Robert McKenzie					
66	by Tayeb Salih					
66	by T.W. Adorno					
66	by David John Lines					
66	by E.H. Gombrich					
66	by Thomas Kinsella					
66	by Patrick Morgan					
66	by David Riesman					
66	by Edward Lucie-Smith					
66	by A.L. Rowse					
66	by James Morris					
66	by Richard Lowenthal					
66	by V.S. Naipaul					
66	by Michael Howard					
66	by D.W. Brogan					
66	by Anthony Hartley					
66	by Herbert Luethy					
66	by Leo Labedz	 Max Hayward				
66	by Eugene Ionesco					
66	by Hobart Myers					
66	by Robert McKenzie					
66	by Martin Turnell					
66	by David John Lines					
66	by Eric Rhode					
66	"by ""R."""					
66	by Donald Davie					
66	by Mary Ellmann					
66	by Frank Tuohy					
66	by Maurice Girodias					
66	by Angus Maude					
66	by Asa Briggs					
66	by David Marquand					
66	by G.R. Crone					
66	by Maurice Cranston					
66	by Vladimir Nabokov					
66	by David Caute					
66	by Robert Penn Warren					
66	by Jacques Barzun					
66	by Vernon Watkins					
66	"by ""R."""					
66	by Pierre Schneider					
66	by David Howell					
66	by Angus Maude					
66	by George Steiner					
66	by Z.A. Pelczynski					
66	by Michael Harrington					
66	by Hobart Myers					
66	by Frank Kermode					
66	by Irving Howe					
66	by Christopher Ricks					
66	by Francis Haskell					
66	by Lord Shawcross:Hartley William Shawcross					
66	by Abram Tertz					
66	by B.H. Liddell Hart					
66	by Leslie Fiedler					
66	"by ""R."""					
66	by George Steiner					
66	by Robert Oppenheimer					
66	by Nanos Valaoritis					
66	by Andrei Sinyavsky					
66	by Thomas Kinsella					
66	by John Wain					
66	by I.C. Jarvie					
66	by Michael Hamburger					
66	by Frank Kermode					
66	by Paul Fussell					
66	by J.B. Trapp					
66	by Leopold Labedz					
66	by John Le Carre					
66	by H.J. Eysenck					
66	by Gerald Scarfe	 Malcolm Muggeridge				
66	by Eugene Ionesco					
66	"by ""R."""					
66	by Stuart Hood					
66	by Robert Graves					
66	by Tom Driberg					
66	by Rita Hinden					
66	by Frank Kermode					
66	by Anthony Burgess					
66	by Robert Lekachman					
66	by Ivan Morris					
66	by Sidney Hook					
66	by Anthony Hartley					
66	by Michael Howard					
66	by Andrew Shonfield					
66	by Noel Annan					
66	by A.J. Ayer					
66	by Bernard Levin					
66	by Nadine Gordimer					
66	"by ""R."""					
66	by Joseph Frank					
66	by David Sylvester					
66	by Edward Lucie-Smith					
66	by Marcus Cunliffe					
66	by Leonard Schapiro					
66	by Irving Kristol					
66	by George Lichtheim					
66	by Frank Kermode					
66	by A.S. Byatt					
66	by Peter Brooks					
66	by Henry Fairlie					
66	by John Mander					
66	by Don Cook					
66	by John Montague					
66	by Olivia Manning					
66	by Seamus Deane					
66	Max Beloff					
66	by Frank Kermode					
66	"by ""R."""					
66	by Daniel Hoffman					
66	by Louis Kronenberger					
66	by John Weightman					
66	by John Haag					
66	by Terence Prittie					
66	by David Sylvester					
66	by Iris Murdoch					
66	by Christopher Ricks					
66	by Anthony Burgess					
66	by A.S. Byatt					
66	by Alastair Buchan					
66	by Anthony Hartley					
66	by Francois Bondy					
66	by Paul Niven					
66	by Alan Brownjohn					
66	by Richard Mayne					
66	by Erich Fried					
66	by Steven Marcus					
66	by Rosemary Tonks					
66	by Cesare Pavese					
66	by Charles Tomlinson					
66	by Konrad Lorenz					
66	"by ""R."""					
66	by John Weightman					
66	by Anne Stevenson					
66	by George Steiner					
66	by Stanley Moss					
66	by Martin Jarrett-Kerr					
66	by Martin Esslin					
66	by Richard Hoggart					
66	by Tony Tanner					
66	by Colin Falck					
66	by Frank Kermode					
66	by Clifford Geertz	 Herbert Luethy				
66	by Wallace Kaufman					
66	by W.H. Auden					
66	by Charles Tomlinson					
66	by Lewis Mumford					
66	by Thomas Kinsella					
66	by Robert Penn Warren					
66	by Konrad Lorenz					
66	by George Seferis					
66	"by ""R."""					
66	by John Weightman					
66	by Terence Prittie					
66	by Paul Blanshard					
66	by Alan Watkins					
66	by A.S. Byatt					
66	by Denis Donoghue					
66	by Marcus Cunliffe					
66	by Anthony Hartley					
66	by Patricia Beer					
66	by Mihajlo Mihajlov					
66	by D.J. Gordon					
66	by Peter Porter					
66	by Lord Chalfont					
66	by Wallace Stevens					
66	by David Rokeah					
66	by Seymour Martin Lipset					
66	by Nicholas Snowden Willey					
66	by Ralph Robin					
66	by Dannie Abse					
66	by Theodore Roethke					
66	by Robert Conquest					
66	"by ""R."""					
66	by John Weightman					
66	by Francis Hope					
66	by Peter Fryer					
66	by Frances Yates					
66	by Isabel Quigly					
66	by Anthony Hartley					
66	by Arnold Wesker					
66	by Arthur Schlesinger					
66	by Stephen Spender					
66	by Mary McCarthy					
66	by Isaiah Berlin					
66	by D.J. Enright					
66	"by ""R."""					
66	by John Wain					
66	by Aristide R. Zolberg					
66	by Philip Levine					
66	by John Weightman					
66	by Philip French					
66	by Frank Kermode					
66	by Denis Donoghue					
66	by John Le Carre					
66	by Frank Tuohy					
66	by John K. Fairbank					
66	by Robert A. Scalapino					
66	by D.J. Enright					
66	by Girilal Jain					
66	by Stanley Karnow					
66	by Tom Harrisson					
66	by Francis Watson					
66	by Zulfikar Ghose					
66	by Ivan Morris					
66	by Richard Harris					
66	by Alastair Buchan					
66	by Maurice Zinkin					
66	by D.J. Duncanson					
66	by Gavin Young					
66	by Robert Lowell	 Sidney Nolan				
66	by P.B. Medawar					
66	by K.W. Gransden					
67	by Sigmund Freud	 W.C. Bullitt				
67	by Henry Fairlie					
67	by D.M. Thomas					
67	by Edward Shils					
67	by Karen Gershon					
67	"by ""R."""					
67	by Lawrence Durrell					
67	by David Lodge					
67	by Frank Kermode					
67	by Philip Hobsbaum					
67	by Anthony Hartley					
67	by Henry Miller					
67	by Raymond Aron					
67	by Ihab Hassan					
67	by Maurice Cranston					
67	by G.S. Fraser					
67	by Sigmund Freud	 W.C. Bullitt				
67	by Kathleen Spivack					
67	by Samuel Beckett					
67	by Nicholas Snowden Willey					
67	by Anatole Shub					
67	by John Pudney					
67	by George Steiner					
67	"by ""R."""					
67	by Peter Davison					
67	by Maurice Cranston					
67	by John Weightman					
67	Kenneth Allsop					
67	by Terence Prittie					
67	by Anthony Burgess					
67	by A.S. Byatt					
67	by Bernard Bergonzi					
67	by John Mander					
67	by K.A. Jelenski					
67	by J.G. Ballard					
67	by John Cotton					
67	by Henry Kamen					
67	by Lawrence Durrell					
67	by Frank Norman					
67	by Jeffrey Hamm					
67	"by ""R."""					
67	by Shlomo Avineri					
67	by Harold Clurman					
67	by Harold Rosenberg					
67	by Thomas Kinsella					
67	by Peter Fryer					
67	by Paul Blanshard					
67	by Jay Blumler					
67	by Frank Kermode					
67	by Marshall McLuhan					
67	by K.W. Gransden					
67	by Colin Falck					
67	by Malcolm Bradbury					
67	by Alasdair MacIntyre					
67	John Hart Ely					
67	by Richard Lowenthal					
67	by Henry Miller					
67	"by ""R."""					
67	by Lindy Murray					
67	by Clifford Geertz					
67	by Gavin Ewart					
67	by Andrei Sinyavsky					
67	by Hugo Burghauser					
67	by Keith Bosley					
67	by George Kennan:George F. Kennan					
67	by Robert Friend					
67	by D.W. Brogan					
67	by Colin MacInnes					
67	by Roy Fuller					
67	by Christopher Layton					
67	by Philip Rieff					
67	by Edward Lowbury					
67	by H.R. Trevor-Roper					
67	by D.J. Enright					
67	"by ""R."""					
67	by Geoffrey Grigson					
67	by John Weightman					
67	by Michael Longley					
67	by Arnold Toynbee					
67	by Hans Morgenthau					
67	by Rita Hinden					
67	by Mordecai Richler					
67	by S.M. Stern					
67	by C. Day Lewis					
67	by George Steiner					
67	by Frank Kermode					
67	by Paul Fussell					
67	by Bernard Bergonzi					
67	by D.M. Thomas					
67	by Anatole Shub					
67	by Jascha Kessler					
67	by Andrew Shonfield					
67	by Nicholas Snowden Willey					
67	by H.R. Trevor-Roper					
67	by George MacBeth					
67	by Diana Trilling					
67	by Glyn Hughes					
67	"by ""R."""					
67	by Gerald Emanuel Stearn					
67	by Keith Bosley					
67	by John Weightman					
67	by Lindy Murray					
67	by H.J. Stehle					
67	by Geoffrey Gorer					
67	by Peter Brooks					
67	by Hugh Seton-Watson					
67	by Denis Donoghue					
67	by Paul Merchant					
67	by Edward Shils					
67	by Harry Kessler					
67	by Maurice Cranston					
67	by Philip Hobsbaum					
67	"by ""R."""					
67	by Richard Ellmann					
67	by Alan Brownjohn					
67	by John Weightman					
67	by Lindy Murray					
67	by Richard Mayne					
67	by Peter Heyworth					
67	by Edward Lucie-Smith					
67	by Donald Thomas:Donald Michael Thomas					
67	by J.W. Lambert					
67	by Kenneth Allsop					
67	by Raymond Aron					
67	by John Wain					
67	by Marcus Cunliffe					
67	by Alastair Buchan					
67	by Harry Kessler					
67	by Henry Fairlie					
67	"by ""R."""					
67	by Vernon Watkins					
67	by Nicola Chiaromonte					
67	by Eric Rhode					
67	by Herbert Gold					
67	by Anthony Hartley					
67	by Denis de Rougemont					
67	by Rosemary Tonks					
67	by Anthony Burgess					
67	by D.W. Brogan					
67	by Alasdair MacIntyre					
67	by Bernard Bergonzi					
67	by John Mander					
67	by Lindy Murray					
67	John Osborne					
67	Herbert Read					
67	Dannie Abse					
67	Colin Wilson					
67	Constantine FitzGibbon					
67	David Daiches					
67	Hans J. Morgenthau					
67	Edna O'Brien					
67	Robert Ardrey					
67	Nirad C. Chaudhuri					
67	John Mander					
67	Max Beloff					
67	Tibor Szamuely					
67	Kingsley Amis					
67	James Cameron					
67	by Craig Powell					
67	by Harry Kessler					
67	by Colin MacInnes					
67	by Vernon Watkins					
67	by Nigel Dennis					
67	by John Weightman					
67	by Larry Rubin					
67	by Michael Adams					
67	by Stanley Henig					
67	by Peter Black					
67	by James Stern					
67	by Ernest Nagel					
67	by D.J. Enright					
67	by G.S. Fraser					
67	by Colin Welch					
67	by Nirad C. Chaudhuri					
67	by LordFrancis-Williams:Edward Francis Williams					
67	by Robert Penn Warren					
67	by Peter Fryer					
67	by Richard Lowenthal					
67	by Alan Brownjohn					
67	by Laurence Lerner					
67	by Laurence Housman					
67	by Edward Weismiller					
67	"by ""R."""					
67	Robert Bolt					
67	Frederic Raphael					
67	Robert Conquest					
67	James Morris					
67	Anthony Hartley					
67	by Kathleen Raine					
67	by James Q. Wilson					
67	by Arnold J. Toynbee	 J.L. Talmon				
67	by Denis Donoghue					
67	by D.J. Enright					
67	by Max Beloff					
67	by Cecil Hourani					
67	by Seamus Deane					
67	by Nathan Glazer					
67	by Rosemary Tonks					
67	by Melvin J. Lasky					
67	by Ralph Robin					
67	by R.E. Goold					
67	by Bernard Lewis					
67	"by ""R."""					
67	by Giuseppe Giusti					
67	by Richard Lowenthal					
67	by Charles Tomlinson					
67	by D.W. Brogan					
67	by Alasdair Clayre					
67	by Drop					
67	by Henry Popkin					
67	by Tony Connor					
67	by Christopher Driver					
67	by Pablo Neruda					
67	by James Morris					
67	by Gore Vidal					
67	"by ""R."""					
67	by Peter Gay					
67	by Eric Rhode					
67	by Daniel Huws					
67	by Gordon Rattray Taylor					
67	by Jeffrey Hamm					
67	by Ernest van den Haag					
67	by Arthur Seldon					
67	by Louis J. Halle					
67	by Arthur Schlesinger					
67	by Anthony Burgess					
67	by Maurice Cranston					
67	by Ronald Hayman					
68	by Alastair Buchan					
68	by Robert Penn Warren					
68	by Zbigniew Brzezinski					
68	by Dennis Silk					
68	by Luigi Barzini					
68	by Michael M. Postan					
68	"by ""R."""					
68	by Herbert Read					
68	by Robert Nye					
68	by Andrew Shonfield					
68	by B.H. Liddell Hart					
68	by Gunter Grass					
68	by Alberto Moravia					
68	by Anthony Burgess					
68	by Michael Frayn					
68	by Max Beloff					
68	by Bernard Lewis					
68	by Anthony Thwaite					
68	by John Mander					
68	by B.H. Liddell Hart					
68	by Amos Elon					
68	by James Morris					
68	by David Marquand					
68	by John Marlowe					
68	by Nora Beloff					
68	by M.A. Shaban					
68	by Christopher Sykes					
68	by Walter Laqueur					
68	by B.S. Johnson					
68	"by ""R."""					
68	by Michael Howard					
68	by Yehuda Amichai					
68	by Nigel Dennis					
68	by John Vaizey					
68	by John Morgan					
68	by Kathleen Nott					
68	by John Beavan					
68	by David Lodge					
68	by Ignazio Silone					
68	by Freya Stark					
68	by Jeremy Robson					
68	by Louis Halle					
68	by Slawomir Mrozek					
68	"by ""R."""					
68	by John Kenneth Galbraith					
68	by Martin Esslin					
68	by Yehuda Amichai					
68	by Pierre Schneider					
68	by Nicholas Snowden Willey					
68	by J.W. Lambert					
68	by Horace Judson					
68	by Stanley Henig					
68	by Heike Doutine					
68	by Goronwy Rees					
68	by Jeremy Isaacs					
68	by Affair					
68	by Ignazio Silone					
68	by Leslie Fiedler					
68	by Nicholas Snowden Willey					
68	by Vernon Scannell					
68	by Philip Mason					
68	"by ""R."""					
68	by Nigel Dennis					
68	by Kai Hermann					
68	by John Holloway					
68	by Alastair Buchan					
68	by George Mikes					
68	by D.W. Brogan					
68	by Holmes Welch					
68	by Michael Beloff					
68	by Hagiwara Sakutaro					
68	by Colin Clark					
68	by Daniel Cory					
68	"by ""R."""					
68	by Yehuda Amichai					
68	by Douglas Oliver					
68	by Muriel Spark					
68	by Harry G. Johnson	 Michael Stewart				
68	by Henry Fairlie					
68	by Philip Thody					
68	by Alasdair MacIntyre					
68	by D.J. Enright					
68	by Christopher Sykes					
68	by Goronwy Rees					
68	by Charles Tomlinson					
68	by Louis Blom-Cooper					
68	by Henry Fairlie					
68	by Raymond Aron					
68	by David Thomson					
68	"by ""R."""					
68	by Jeffrey Hamm					
68	by Nicholas Snowden Willey					
68	by Maurice Cranston					
68	by John Weightman					
68	by Kevin Crossley-Holland					
68	by Vernon Bogdanor					
68	by Alfred Grosser					
68	by Theo Sommer					
68	Arthur Miller					
68	Gunter Grass					
68	Graham Greene					
68	by Jon Stallworthy					
68	by Anthony Hartley					
68	by Max Beloff					
68	by Anthony Burgess					
68	by Richard Mayne					
68	by Francois Bondy					
68	by Randolph Churchill					
68	D. W. Brogan					
68	by Nicola Chiaromonte					
68	by Max Beloff					
68	by Golo Mann					
68	by Arnold Beichman					
68	by George Santayana					
68	by Richard Mayne					
68	by Raymond Aron					
68	by Anna Kavan					
68	by Christopher Scaife					
68	"by ""R."""					
68	by Vernon Scannell					
68	by John Weightman					
68	by Peter Wiles					
68	by James D. Watson</i></span> <ol class=					
68	by D.J. Enright					
68	by Ronald Hayman					
68	by Malcolm Bradbury					
68	by Anatole Shub					
68	by Theodore Draper					
68	by Ralph Robin					
68	by Raymond Aron					
68	"by ""R."""					
68	by Bailey					
68	by David Holbrook					
68	by Keith Bosley					
68	by John Weightman					
68	by Daniel Huws					
68	by Peter Heyworth					
68	by David Marquand					
68	by Sidney Hook					
68	by Seymour Martin Lipset					
68	by John Holloway					
68	by Richard Mayne					
68	by Melvin J. Lasky					
68	by John Mander					
68	by Kingsley Amis					
68	by D.J. Enright					
68	by Edoardo Sanguineti					
68	by Nicholas Snowden Willey					
68	by Nigel Dennis					
68	by Hagiwara Sakutaro					
68	by D.M. Thomas					
68	by Eugene Ionesco					
68	by Leo Rosten					
68	by Richard Mayne					
68	"by ""R."""					
68	by Alexander Baird					
68	by John Weightman					
68	by Bruce Mazlish					
68	by John Vaizey					
68	by Kai Hermann					
68	by Raymond Aron					
68	by Martin Esslin					
68	by Neville Braybrooke					
68	by Brian Wicker					
68	by Colin MacInnes					
68	by Maurice Cranston					
68	by Seamus Deane					
68	by M.M. Postan					
68	by Walter Kaufmann					
68	by Nathan Glazer					
68	by William Sansom					
68	by Melvin J. Lasky					
68	by Edward Lucie-Smith					
68	by James Morris					
68	by Charles Tomlinson					
68	by Nigel Dennis					
68	by Hagiwara Sakutaro					
68	by Michael Beloff					
68	by James Wellard					
68	by Donald Davie					
68	by T.S. Matthews					
68	by Maurice Cranston					
68	by David Rees					
68	by Francis Watson					
68	by Robert Conquest					
68	by Zbigniew Brzezinski					
68	by Nigel Dennis					
68	by Blaise Cendrars					
68	by Hagiwara Sakutaro					
68	by Arnold Rockman					
68	"by ""R."""					
68	by Vernon Scannell					
68	by Clifford Taylor					
68	by Nicholas Snowden Willey					
68	by Anthony Hartley					
68	by Christopher Driver					
68	by Amnon Rubinstein					
68	by Golo Mann					
68	by Michael Edwardes					
68	by D.W. Brogan					
68	by Kai Hermann					
68	by Blaise Cendrars					
68	by Lewis S. Feuer					
68	by Hagiwara Sakutaro					
68	by Arthur Koestler					
68	by Nigel Dennis					
68	by Christopher Sykes					
68	"by ""R."""					
68	by John Weightman					
68	by John Holloway					
68	by H.S. Marchant					
68	by Ignazio Silone					
68	by Raymond Aron					
68	by John Wain					
68	by D.W. Brogan					
68	by Anthony Hartley					
68	by James Wellard					
